time	x	y	pressure	tiltX	tiltY	azimuth	sidePressure	rotation
0.0	630.0	310.0	0.03759823	1.0471953999999999	0.80287594	0.53887093	0.0	0.0	
0.017	630.0	309.0	0.0649424	1.0471953999999999	0.80287594	0.53887093	0.0	0.0	
0.034	630.0	309.0	0.06936751	1.0471953999999999	0.80287594	0.53887093	0.0	0.0	
0.051000000000000004	630.0	307.0	0.07132067	1.0471953999999999	0.80287594	0.53887093	0.0	0.0	
0.068	630.0	306.0	0.07327382	1.0471953999999999	0.80287594	0.53887093	0.0	0.0	
0.085	631.0	305.0	0.0742504	1.0471953999999999	0.8377836	0.5701984	0.0	0.0	
0.10200000000000001	632.0	303.0	0.0742504	1.0471953999999999	0.8377836	0.5701984	0.0	0.0	
0.11900000000000001	633.0	302.0	0.0742504	1.0471953999999999	0.8726913000000001	0.6026946	0.0	0.0	
0.136	634.0	300.0	0.0742504	1.0471953999999999	0.8726913000000001	0.6026946	0.0	0.0	
0.15300000000000002	636.0	298.0	0.0742504	1.0471953999999999	0.9075989	0.63643706	0.0	0.0	
0.17000000000000004	637.0	296.0	0.07376211	1.0471953999999999	0.94250655	0.6715048000000001	0.0	0.0	
0.18700000000000006	639.0	295.0	0.07376211	1.0471953999999999	0.94250655	0.6715048000000001	0.0	0.0	
0.20400000000000007	641.0	292.0	0.072297245	1.0471953999999999	0.9774142	0.7079764000000001	0.0	0.0	
0.22100000000000009	643.0	291.0	0.07034409	1.0471953999999999	0.9774142	0.7079764000000001	0.0	0.0	
0.2380000000000001	644.0	289.0	0.068879224	1.0471953999999999	1.0123218	0.7459293	0.0	0.0	
0.2550000000000001	647.0	287.0	0.06741436	1.0471953999999999	1.0472295	0.7854375	0.0	0.0	
0.27200000000000013	648.0	286.0	0.0649424	1.0471953999999999	1.0472295	0.7854375	0.0	0.0	
0.28900000000000015	649.0	285.0	0.06298924	1.0471953999999999	1.0472295	0.7854375	0.0	0.0	
0.30600000000000016	652.0	284.0	0.06347753	1.0471953999999999	1.0472295	0.7854375	0.0	0.0	
0.3230000000000002	653.0	284.0	0.06347753	1.0471953999999999	1.0472295	0.7854375	0.0	0.0	
0.3400000000000002	655.0	283.0	0.06298924	1.0471953999999999	1.0472295	0.7854375	0.0	0.0	
0.3570000000000002	656.0	282.0	0.06347753	1.0471953999999999	1.0472295	0.7854375	0.0	0.0	
0.3740000000000002	658.0	282.0	0.06298924	1.0471953999999999	1.0472295	0.7854375	0.0	0.0	
0.39100000000000024	659.0	282.0	0.06347753	1.0471953999999999	1.0472295	0.7854375	0.0	0.0	
0.40800000000000025	662.0	282.0	0.06396582	1.0471953999999999	1.0472295	0.7854375	0.0	0.0	
0.42500000000000027	663.0	281.0	0.06396582	1.0471953999999999	1.0472295	0.7854375	0.0	0.0	
0.4420000000000003	664.0	281.0	0.0649424	1.0471953999999999	1.0472295	0.7854375	0.0	0.0	
0.4590000000000003	665.0	281.0	0.06640726	1.0471953999999999	1.0472295	0.7854375	0.0	0.0	
0.4760000000000003	667.0	281.0	0.068390936	1.0471953999999999	1.0472295	0.7854375	0.0	0.0	
0.4930000000000003	668.0	281.0	0.068879224	1.0471953999999999	1.0472295	0.7854375	0.0	0.0	
0.5100000000000003	669.0	281.0	0.06790265	1.0471953999999999	1.0472295	0.7854375	0.0	0.0	
0.5270000000000004	669.0	281.0	0.068390936	1.0471953999999999	1.0472295	0.7854375	0.0	0.0	
0.5440000000000004	669.0	281.0	0.0698558	1.0471953999999999	1.0472295	0.7854375	0.0	0.0	
0.5610000000000004	669.0	281.0	0.07034409	1.0471953999999999	1.0472295	0.7854375	0.0	0.0	
0.5780000000000004	670.0	281.0	0.07034409	1.0471953999999999	1.0472295	0.7854375	0.0	0.0	
0.5950000000000004	670.0	281.0	0.07083238	1.0471953999999999	1.0472295	0.7854375	0.0	0.0	
0.6120000000000004	670.0	281.0	0.07913329	1.0471953999999999	1.0472295	0.7854375	0.0	0.0	
0.6290000000000004	669.0	281.0	0.080109864	1.0471953999999999	1.0472295	0.7854375	0.0	0.0	
0.6460000000000005	669.0	281.0	0.08548104	1.0471953999999999	1.0472295	0.7854375	0.0	0.0	
0.6630000000000005	668.0	281.0	0.08596933	1.0471953999999999	1.0472295	0.7854375	0.0	0.0	
0.6800000000000005	666.0	281.0	0.08596933	1.0471953999999999	1.0472295	0.7854375	0.0	0.0	
0.6970000000000005	665.0	281.0	0.08645762	1.0471953999999999	1.0472295	0.7854375	0.0	0.0	
0.7140000000000005	663.0	281.0	0.08645762	1.0471953999999999	1.0472295	0.7854375	0.0	0.0	
0.7310000000000005	660.0	282.0	0.08596933	1.0471953999999999	1.0472295	0.7854375	0.0	0.0	
0.7480000000000006	658.0	283.0	0.08548104	1.0471953999999999	1.0472295	0.7854375	0.0	0.0	
0.7650000000000006	656.0	283.0	0.08548104	1.0471953999999999	1.0472295	0.7854375	0.0	0.0	
0.7820000000000006	653.0	285.0	0.08499275	1.0471953999999999	1.0472295	0.7854375	0.0	0.0	
0.7990000000000006	650.0	286.0	0.084016174	1.0471953999999999	1.0472295	0.7854375	0.0	0.0	
0.8160000000000006	648.0	287.0	0.07718013	1.0471953999999999	1.0472295	0.7854375	0.0	0.0	
0.8330000000000006	645.0	290.0	0.07034409	1.0471953999999999	1.0472295	0.7854375	0.0	0.0	
0.8500000000000006	643.0	291.0	0.06445411	1.0471953999999999	1.0472295	0.7854375	0.0	0.0	
0.8670000000000007	640.0	293.0	0.061524376	1.0471953999999999	1.0472295	0.7854375	0.0	0.0	
0.8840000000000007	637.0	296.0	0.05957122	1.0471953999999999	1.0472295	0.7854375	0.0	0.0	
0.9010000000000007	635.0	298.0	0.055664912000000004	1.0471953999999999	1.0123218	0.7459293	0.0	0.0	
0.9180000000000007	634.0	300.0	0.051270314000000004	1.0471953999999999	1.0123218	0.7459293	0.0	0.0	
0.9350000000000007	632.0	303.0	0.051270314000000004	1.0471953999999999	0.9774142	0.7079764000000001	0.0	0.0	
0.9520000000000007	630.0	305.0	0.04834058	1.0471953999999999	0.94250655	0.6715048000000001	0.0	0.0	
0.9690000000000007	629.0	307.0	0.03808652	1.0471953999999999	0.9075989	0.63643706	0.0	0.0	
0.9860000000000008	628.0	309.0	0.03808652	1.0471953999999999	0.9075989	0.63643706	0.0	0.0	
1.0030000000000008	627.0	311.0	0.03369192	1.0471953999999999	0.8726913000000001	0.6026946	0.0	0.0	
1.0200000000000007	626.0	312.0	0.032715343	1.0471953999999999	0.80287594	0.53887093	0.0	0.0	
1.0370000000000006	626.0	313.0	0.03369192	1.0471953999999999	0.80287594	0.53887093	0.0	0.0	
1.0540000000000005	626.0	313.0	0.034668498	1.0471953999999999	0.80287594	0.53887093	0.0	0.0	
1.0710000000000004	626.0	312.0	0.039063096	1.0471953999999999	0.80287594	0.53887093	0.0	0.0	
1.0880000000000003	626.0	311.0	0.042481117	1.0471953999999999	0.80287594	0.53887093	0.0	0.0	
1.1050000000000002	628.0	309.0	0.046387427	1.0471953999999999	0.80287594	0.53887093	0.0	0.0	
1.122	629.0	306.0	0.053711757	1.0471953999999999	0.80287594	0.53887093	0.0	0.0	
1.139	632.0	303.0	0.057129778	1.0471953999999999	0.8377836	0.5701984	0.0	0.0	
1.156	634.0	301.0	0.05957122	1.0471953999999999	0.8726913000000001	0.6026946	0.0	0.0	
1.1729999999999998	636.0	298.0	0.061524376	1.0471953999999999	0.9075989	0.63643706	0.0	0.0	
1.1899999999999997	639.0	295.0	0.06250095	1.0471953999999999	0.94250655	0.6715048000000001	0.0	0.0	
1.2069999999999996	642.0	293.0	0.06445411	1.0471953999999999	0.94250655	0.6715048000000001	0.0	0.0	
1.2239999999999995	644.0	291.0	0.07034409	1.0471953999999999	0.9774142	0.7079764000000001	0.0	0.0	
1.2409999999999994	646.0	289.0	0.07376211	1.0471953999999999	1.0123218	0.7459293	0.0	0.0	
